Paire,v,vx,vy
2001-2006,1.753055136259791,-1.6304000336569844,-0.543052446250816
2001-2014,0.47113879285863314,-0.3624062316471934,-0.29795944561000864
2001-2018,0.4451865016823948,-0.3752981590883698,-0.23509291847153466
2001-2019,0.1629673591026893,-0.1499865018404447,-0.04703091107881986
2001-2021,0.47845276028869776,-0.3526489557739558,-0.3222915386977887
2006-2013,0.21602128478386795,-0.04061063161307249,-0.18790790996817827
2006-2014,0.11354409985757496,0.00947165319302303,-0.10215467149458135
2006-2018,0.14426178066462536,-0.11369903447190577,-0.05292047799263404
2006-2019,1.2674219497505468,1.2516587947221842,0.09382343240094485
2006-2021,0.2221854662803149,-0.12776346096200833,-0.1739493410559695
2009-2001,2.77801255460607,2.4286917774754753,1.3287715011400214
2009-2021,0.23134140464717382,-0.1878072809424432,-0.09869659888415423
2013-2006,0.2115155038012033,0.05200177519052497,0.19006992577939077
2013-2009,0.22027687924491537,0.11847023137108448,0.061460292933955614
2013-2019,0.48952043873625123,-0.463511836488211,-0.09988715617356511
2013-2021,0.28111262015662114,-0.23398739051365797,-0.15116442320182602
2014-2017,0.7078902074673397,-0.2513717107704869,0.6594319468156176
2014-2018,0.33279855324933194,-0.32981148400385984,0.0067900596491797804
2014-2019,0.4007595904932453,0.3171150116909145,0.1350225525627227
2014-2021,0.3522317700601247,-0.28429076858484265,-0.20303441860896673
2017-2001,0.3154992983322735,0.296038782873819,0.09494969271874243
2017-2014,0.6937134658922209,0.2876467163375891,-0.6282486360599763
2017-2018,1.9640226024346794,-0.28539952076529096,-1.9402728807897862
2017-2021,0.891291544499703,-0.1851518427108076,-0.8698947353770784
2018-2001,1.0868242174642033,1.0100961550824967,0.39644692617470373
2018-2006,0.12341169416196555,0.10369759965112826,0.047599578639956945
2018-2009,0.22606985495379306,0.21956555146785928,-0.03644636792978029
2018-2014,0.34121859226543944,0.3386396322001188,-0.00735513501382497
2018-2017,2.039994989608076,0.34495269702902315,2.008175057526722
2018-2021,0.5346699984226544,-0.15979306907381977,-0.5090739125593824
2019-2001,0.17200196711586677,0.160843230705662,0.04291113604788794
2021-2006,0.1923541251050467,0.12074422132736272,0.1462814861226797
2021-2009,0.24556609310050476,0.22365473296466745,0.07567216959248813
2021-2013,0.30126985019855995,0.24934731526499407,0.15318668755103176
2021-2014,0.3649406523715855,0.2994162081539489,0.20203422492020487
2021-2017,0.9147366992651426,0.1958843747680374,0.8909177367874109
2021-2018,0.5273486792050178,0.1644369166140885,0.49848528429334915
