Paire,v,vx,vy
2001-2006,1.9407365860011365,-1.7086689669563364,-0.8179068893256298
2001-2013,0.17939061609694926,0.03775747330836198,-0.15317406894522492
2001-2014,0.31196653856567763,-0.15260524229031286,-0.2540888266370872
2001-2018,0.4835836223227705,-0.2860148601238936,-0.3872522062353874
2001-2019,0.295914222781318,-0.046145428772257246,-0.28411722939170814
2001-2021,0.49736174419510676,-0.23694861579836762,-0.43509877023433846
2006-2009,0.676785517972651,0.3976529918364162,-0.3094693168170298
2006-2013,0.4523448256785995,0.2145617493300059,-0.12028992035368312
2006-2014,0.2243063176741956,0.10582238658607832,-0.1468630693680871
2006-2018,0.2668632359614194,-0.015129648134476892,-0.2276214503426103
2006-2019,1.4200999343374785,1.4123835830295883,-0.09727808329089838
2006-2021,0.3959685013719049,-0.012663081987784586,-0.36302475956061064
2009-2001,0.3795318772494463,0.25601527970381466,0.10832783331355798
2009-2018,0.3115714033981303,-0.15658054445207004,-0.2653347229918664
2009-2021,0.4700393166240706,-0.1403248885484433,-0.44529830535548326
2013-2001,0.18288823423626138,-0.03865015519197228,0.15269729120128991
2013-2006,0.27762637555396114,-0.031805476371719335,0.24033642047298392
2013-2009,0.313663511679533,0.10784794198440352,0.20726478792520725
2013-2018,0.4592346991628799,-0.18470613209084474,-0.4184249859742811
2013-2019,1.1067350767791222,0.8920368898687449,-0.603122035864438
2013-2021,0.6417187063709978,-0.15314012472077437,-0.6221995997766195
2014-2001,0.2525193394145181,0.14093418484307857,0.20687161815027433
2014-2006,0.19852323183924198,-0.02596278882727279,0.19123055426081553
2014-2018,0.5279826727510383,-0.27692240644583394,-0.4473971104063149
2014-2019,1.7220539398646142,1.685341709940653,0.33786229889187686
2014-2021,0.6823577654535005,-0.20969188308828982,-0.6481743119159745
2017-2001,0.2974670864963674,0.22707033796921572,0.1890421792043126
2017-2018,2.8539464017539307,-0.29934387297561,-2.8368952323123704
2017-2021,1.4023698225674874,-0.14969993733892947,-1.3937883266742064
2018-2001,0.4645675449139676,0.40370002530364374,0.22152828077555667
2018-2006,0.29520565261625203,0.09189512317208649,0.2784581068777425
2018-2009,0.31621012635345597,0.17724739737837436,0.2571358987677525
2018-2013,0.43959348232164047,0.18275991670104383,0.39740448314900995
2018-2014,0.53589935438529,0.28615986278876815,0.451142833056771
2018-2017,2.895070662451795,0.32072180309765275,2.876558849840552
2018-2019,70.04293885827977,-69.71856347566575,-5.993502735690235
2018-2021,0.9767486291623405,-0.08285645581395079,-0.972754311823272
2019-2001,0.30928171199772553,0.05964664115067049,0.3010529327971001
2019-2006,0.20200844284551922,0.04125706311467558,0.1722927480403705
2021-2001,0.43286729368700366,0.2385564861169441,0.35883213385766644
2021-2006,0.4148623452802594,0.10514711991451574,0.3998750020442397
2021-2009,0.4533064216154331,0.1665721837861076,0.41784472424493846
2021-2013,0.6271480174419682,0.16579322962052248,0.6039609589374444
2021-2014,0.6914646960054509,0.21907465778306698,0.6546490719324756
2021-2017,1.4141750465829872,0.16809695822942933,1.4034560346985316
2021-2018,0.9872255282881564,0.09262285936978548,0.9824058693405147
2021-2019,29.50848474460062,-29.489479773740143,0.8880712739972575
